...1,Date,Team,Acquired,Relinquished,Notes
29821,11/6/2019,Pacers,NA,Jeremy Lamb,placed on IL with sprained left ankle
29823,11/6/2019,Raptors,NA,Patrick McCaw,placed on IL with left knee injury
29824,11/6/2019,Rockets,NA,Eric Gordon,placed on IL with left hamstring injury
29825,11/6/2019,Timberwolves,NA,Jeff Teague,placed on IL with illness
29826,11/6/2019,Warriors,NA,Draymond Green,placed on IL with left index finger injury
29828,11/7/2019,Celtics,NA,Enes Kanter / Enes Freedom,placed on IL with bruised left knee
29831,11/7/2019,Heat,NA,Justise Winslow,placed on IL with concussion
29832,11/8/2019,76ers,NA,Ben Simmons,placed on IL with right shoulder injury
29834,11/8/2019,Knicks,NA,Mitchell Robinson,placed on IL with concussion
29835,11/8/2019,Nets,NA,DeAndre Jordan,placed on IL with sprained left ankle
29836,11/8/2019,Pacers,NA,Goga Bitadze,placed on IL with concussion
29837,11/9/2019,Bucks,NA,Kyle Korver,placed on IL with bruised head
29838,11/9/2019,Bulls,NA,Otto Porter Jr.,placed on IL with sprained left foot
29839,11/9/2019,Grizzlies,NA,Brandon Clarke,placed on IL with back injury
29841,11/9/2019,Pelicans,NA,Lonzo Ball,placed on IL with strained right adductor
29842,11/9/2019,Raptors,NA,Serge Ibaka,placed on IL with sprained right ankle
29847,11/10/2019,Raptors,NA,Kyle Lowry,placed on IL with fractured left thumb
29848,11/10/2019,Thunder,NA,Steven Adams,placed on IL with bruised left knee
29849,11/11/2019,Celtics,NA,Gordon Hayward,placed on IL with fractured left hand
29853,11/11/2019,Mavericks,NA,Ryan Broekhoff,placed on IL
29854,11/11/2019,Pistons,NA,Khyri Thomas,placed on IL with stress reaction in right foot
29860,11/12/2019,76ers,NA,Trey Burke,placed on IL with left calf injury
29863,11/12/2019,Heat,NA,James Johnson,placed on IL with illness
29864,11/12/2019,Kings,NA,De'Aaron Fox,placed on IL with sprained left ankle
29866,11/12/2019,Nets,NA,Caris LeVert,placed on IL with right thumb injury (surgery)
29867,11/12/2019,Rockets,NA,Eric Gordon,placed on IL with surgery on right knee
29869,11/12/2019,Warriors,NA,Damion Lee,placed on IL with fractured right hand
29871,11/13/2019,Celtics,NA,Daniel Theis,placed on IL with finger injury
29872,11/13/2019,Clippers,NA,Landry Shamet,placed on IL with sprained left ankle
29873,11/13/2019,Hornets,NA,Dwayne Bacon,placed on IL with sore right knee
29874,11/13/2019,Lakers,NA,Anthony Davis,placed on IL with sore right shoulder
29875,11/13/2019,Raptors,NA,Ogugua Anunoby / O.G. Anunoby,placed on IL with right eye injury
29876,11/13/2019,Rockets,NA,Danuel House Jr.,placed on IL with back injury
29878,11/14/2019,Bucks,NA,Khris Middleton,placed on IL with left thigh injury
29880,11/14/2019,Clippers,NA,Patrick Beverley,placed on IL with left calf injury
29882,11/14/2019,Hawks,NA,Kevin Huerter,placed on IL with strained rotator cuff in left shoulder
29885,11/15/2019,Celtics,NA,Romeo Langford,placed on IL
29887,11/15/2019,Kings,NA,Trevor Ariza,placed on IL with right groin injury
29888,11/15/2019,Lakers,NA,Avery Bradley,placed on IL with right leg injury
29890,11/15/2019,Magic,NA,Jonathan Isaac,placed on IL with sprained right ankle
29892,11/15/2019,Pistons,NA,Jordan Bone,placed on IL
29893,11/15/2019,Rockets,NA,Clint Capela,placed on IL with concussion
29894,11/15/2019,Timberwolves,NA,Andrew Wiggins,placed on IL for personal reasons
29897,11/16/2019,Clippers,NA,Kawhi Leonard,placed on IL with bruised left knee
29902,11/16/2019,Pacers,NA,Malcolm Brogdon,placed on IL with sore lower back
29903,11/16/2019,Pacers,NA,T.J. McConnell,placed on IL with right groin injury
29905,11/16/2019,Pelicans,NA,Jahlil Okafor,placed on IL with sprained left ankle
29907,11/17/2019,Cavaliers,NA,Larry Nance Jr.,placed on IL with sprained left thumb
29910,11/17/2019,Pelicans,NA,Derrick Favors,placed on IL with lower back spasms
29911,11/17/2019,Timberwolves,NA,Andrew Wiggins,placed on IL with illness
29913,11/18/2019,Bulls,NA,Luke Kornet,placed on IL recovering from surgery on sinus
29914,11/18/2019,Cavaliers,NA,Kevin Love,placed on IL with bruised lower back
29916,11/18/2019,Nets,NA,Kyrie Irving,placed on IL with right shoulder injury
29917,11/18/2019,Raptors,NA,Stanley Johnson,placed on IL with left groin injury
29920,11/18/2019,Timberwolves,NA,Shabazz Napier,placed on IL with strained right hamstring
29922,11/19/2019,Kings,NA,Trevor Ariza,placed on IL with right groin injury
29923,11/20/2019,76ers,NA,Josh Richardson,placed on IL with right hip flexor injury
29924,11/20/2019,Bulls,NA,Chandler Hutchison,placed on IL with shin injury
29926,11/20/2019,Cavaliers,NA,Brandon Knight,placed on IL with sprained right ankle
29927,11/20/2019,Cavaliers,NA,Tristan Thompson,placed on IL
29931,11/20/2019,Jazz,NA,Nigel Williams-Goss,placed on IL
29932,11/20/2019,Magic,NA,Michael Carter-Williams,placed on IL with hip injury
29934,11/20/2019,Mavericks,NA,Seth Curry,placed on IL with illness
29936,11/20/2019,Spurs,NA,Derrick White,placed on IL with sore left foot
29937,11/20/2019,Timberwolves,NA,Jake Layman,placed on IL with toe injury
29938,11/20/2019,Timberwolves,NA,Naz Reid,placed on IL
29941,11/21/2019,Blazers,NA,Hassan Whiteside,placed on IL with right hip injury
29945,11/22/2019,Hawks,NA,Cameron Reddish / Cam Reddish,placed on IL with sprained left wrist
29946,11/22/2019,Rockets,NA,Danuel House Jr.,placed on IL with sore left shoulder
29947,11/23/2019,76ers,NA,Furkan Korkmaz,placed on IL with sprained left ankle
29949,11/23/2019,Blazers,NA,Damian Lillard,placed on IL with back spasms
29951,11/23/2019,Bucks,NA,Ersan Ilyasova,placed on IL with sore left heel
29955,11/23/2019,Magic,NA,Aaron Gordon,placed on IL with bruised right ankle
29956,11/23/2019,Pacers,NA,JaKarr Sampson,placed on IL with sore back
29959,11/23/2019,Pistons,NA,Blake Griffin,placed on IL with left hamstring injury
29960,11/23/2019,Pistons,NA,Tony Snell,placed on IL with strained left hip
29963,11/23/2019,Raptors,NA,Dewan Hernandez,placed on IL with sprained right thumb
29965,11/23/2019,Timberwolves,NA,Robert Covington,placed on IL for personal reasons
29966,11/24/2019,Mavericks,NA,Ryan Broekhoff,placed on IL
29969,11/25/2019,76ers,NA,Kyle O'Quinn,placed on IL with strained left calf
29971,11/25/2019,Blazers,NA,Gary Trent Jr.,placed on IL with strained right hamstring
29973,11/25/2019,Bucks,NA,George Hill,placed on IL with sore back
29975,11/25/2019,Bulls,NA,Max Strus,placed on IL
29976,11/25/2019,Celtics,NA,Daniel Theis,placed on IL with illness
29977,11/25/2019,Celtics,NA,Kemba Walker,placed on IL with sprained neck
29979,11/25/2019,Jazz,NA,Rudy Gobert,placed on IL with sprained left ankle
29980,11/25/2019,Nets,NA,DeAndre Jordan,placed on IL with sore left ankle
29981,11/25/2019,Pacers,NA,Nazareth Mitrou-Long / Naz Mitrou-Long / Naz Long,placed on IL
29983,11/25/2019,Pistons,NA,Jordan Bone,placed on IL
29984,11/25/2019,Pistons,NA,Sekou Doumbouya,placed on IL
29987,11/25/2019,Raptors,NA,Matt Thomas,placed on IL with fractured finger
29988,11/25/2019,Thunder,NA,Hamidou Diallo,placed on IL with sprained right elbow
29989,11/25/2019,Timberwolves,NA,Shabazz Napier,placed on IL
29990,11/27/2019,Bucks,NA,Dragan Bender,placed on IL
29991,11/27/2019,Bucks,NA,Thanasis Antetokounmpo,placed on IL with illness
29998,11/27/2019,Heat,NA,Derrick Jones Jr.,placed on IL with strained left hip
30000,11/27/2019,Hornets,NA,Cody Zeller,placed on IL with bruised left hip
30002,11/27/2019,Rockets,NA,Clint Capela,placed on IL with illness
30003,11/27/2019,Spurs,NA,Chimezie Metu,placed on IL with sore left foot
30004,11/27/2019,Suns,NA,Deandre Ayton,placed on IL with sprained right ankle
30006,11/27/2019,Wizards,NA,C.J. Miles,placed on IL with left wrist injury
30007,11/29/2019,76ers,NA,Josh Richardson,placed on IL with right hamstring injury
30009,11/29/2019,Bucks,NA,Kyle Korver,placed on IL with sore right elbow
30010,11/29/2019,Bucks,NA,Sterling Brown,placed on IL with sprained right shoulder
30012,11/29/2019,Bulls,NA,Chandler Hutchison,placed on IL with right shoulder injury
30013,11/29/2019,Jazz,NA,Juwan Morgan,placed on IL
30017,11/29/2019,Warriors,NA,D'Angelo Russell,placed on IL with sprained right thumb
30019,11/30/2019,Bucks,NA,Brook Lopez,placed on IL with sore back
30022,11/30/2019,Hawks,NA,Cameron Reddish / Cam Reddish,placed on IL with sprained left wrist
30024,11/30/2019,Rockets,NA,Danuel House Jr.,placed on IL with illness
30025,12/1/2019,Clippers,NA,Rodney McGruder,placed on IL with strained right hamstring
30026,12/1/2019,Grizzlies,NA,Ja Morant,placed on IL with back spasms
30027,12/1/2019,Grizzlies,NA,Jonas Valanciunas,placed on IL with illness
30028,12/1/2019,Grizzlies,NA,Kyle Anderson,placed on IL with right heel injury
30031,12/1/2019,Magic,NA,Al-Farouq Aminu,placed on IL with right knee injury (out for season)
30035,12/1/2019,Spurs,NA,LaMarcus Aldridge,placed on IL with right thigh injury
30037,12/2/2019,76ers,NA,Trey Burke,placed on IL with illness
30038,12/2/2019,76ers,NA,Zhaire Smith,placed on IL
30039,12/2/2019,Bucks,NA,Frank Mason,placed on IL
30042,12/2/2019,Hawks,NA,Allen Crabbe,placed on IL with illness
30045,12/2/2019,Knicks,NA,Marcus Morris,placed on IL with neck spasms
30046,12/2/2019,Suns,NA,Cheick Diallo,placed on IL with illness
30050,12/3/2019,Heat,NA,Goran Dragic,placed on IL with strained right groin
30056,12/3/2019,Wizards,NA,Thomas Bryant,placed on IL with right foot injury
30057,12/4/2019,Bucks,NA,Dragan Bender,placed on IL
30060,12/4/2019,Bulls,NA,Max Strus,placed on IL
30061,12/4/2019,Hawks,NA,Chandler Parsons,placed on IL with flu
30062,12/4/2019,Hawks,NA,De'Andre Hunter,placed on IL with right index finger injury
30064,12/4/2019,Jazz,NA,Mike Conley Jr.,placed on IL with left hamstring injury
30065,12/4/2019,Kings,NA,Bogdan Bogdanovic,placed on IL with bruised right knee
30066,12/4/2019,Magic,NA,Michael Carter-Williams,placed on IL with nose injury
30075,12/5/2019,Wizards,NA,Jordan McRae,placed on IL with surgery on finger
30077,12/6/2019,Cavaliers,NA,Kevin Love,placed on IL with illness
30078,12/6/2019,Heat,NA,Dion Waiters,placed on IL with illness
30081,12/6/2019,Pistons,NA,Sekou Doumbouya,placed on IL
30082,12/6/2019,Thunder,NA,Terrance Ferguson,placed on IL with right hip injury
30083,12/6/2019,Timberwolves,NA,Andrew Wiggins,placed on IL with sprained left thumb
30084,12/6/2019,Wizards,NA,Isaiah Thomas,placed on IL with strained left calf
30085,12/7/2019,76ers,NA,Joel Embiid,placed on IL with bruised left hip
30086,12/7/2019,Blazers,NA,Rodney Hood,placed on IL with torn left Achilles tendon (out for season)
30088,12/7/2019,Grizzlies,NA,Brandon Clarke,placed on IL with left oblique injury
30089,12/7/2019,Jazz,NA,Nigel Williams-Goss,placed on IL
30090,12/7/2019,Knicks,NA,Wayne Ellington,placed on IL with left Achilles injury
30091,12/7/2019,Pacers,NA,Malcolm Brogdon,placed on IL with right hand injury
30097,12/8/2019,Hornets,NA,Marvin Williams,placed on IL with sore right knee
30098,12/8/2019,Lakers,NA,Rajon Rondo,placed on IL with strained left hamstring
30099,12/8/2019,Mavericks,NA,Delon Wright,placed on IL with strained right adductor
30105,12/9/2019,Celtics,NA,Marcus Smart,placed on IL with left eye injury
30106,12/9/2019,Celtics,NA,Robert Williams III,placed on IL with sore left hip
30108,12/9/2019,Clippers,NA,JaMychal Green,placed on IL with tailbone injury
30112,12/9/2019,Rockets,NA,Tyson Chandler,placed on IL with illness
30113,12/9/2019,Thunder,NA,Danilo Gallinari,placed on IL with sprained right ankle
30116,12/10/2019,Heat,NA,Justise Winslow,placed on IL with strained lower back
30118,12/11/2019,Bucks,NA,Giannis Antetokounmpo,placed on IL with right quadricep injury
30119,12/11/2019,Bulls,NA,Max Strus,placed on IL
30121,12/11/2019,Grizzlies,NA,Grayson Allen,placed on IL with sore right ankle
30124,12/11/2019,Hornets,NA,Nicolas Batum,placed on IL with left hand injury
30126,12/11/2019,Lakers,NA,Kyle Kuzma,placed on IL with sprained left ankle
30128,12/11/2019,Magic,NA,Markelle Fultz,placed on IL with illness
30129,12/11/2019,Nets,NA,Nicolas Claxton / Nic Claxton,placed on IL with left hamstring injury
30130,12/11/2019,Raptors,NA,Fred VanVleet,placed on IL with bruised right knee
30132,12/11/2019,Rockets,NA,Austin Rivers,placed on IL with flu
30134,12/11/2019,Timberwolves,NA,Keita Bates-Diop,placed on IL with illness
30136,12/12/2019,Bucks,NA,Kyle Korver,placed on IL with sore back
30137,12/12/2019,Nuggets,NA,Vlatko Cancar,placed on IL
30138,12/13/2019,76ers,NA,Al Horford,placed on IL with sore left knee
30140,12/13/2019,Clippers,NA,Patrick Beverley,placed on IL with concussion
30142,12/13/2019,Grizzlies,NA,Ja Morant,placed on IL with back injury
30143,12/13/2019,Jazz,NA,Tony Bradley,placed on IL with illness
30144,12/13/2019,Knicks,NA,Allonzo Trier,placed on IL with concussion
30150,12/13/2019,Warriors,NA,Draymond Green,placed on IL
30151,12/14/2019,Bucks,NA,Eric Bledsoe,placed on IL with right fibula injury
30155,12/14/2019,Clippers,NA,Kawhi Leonard,placed on IL
30158,12/14/2019,Mavericks,NA,Ryan Broekhoff,placed on IL
30160,12/14/2019,Nuggets,NA,Paul Millsap,placed on IL with strained right quadriceps
30162,12/14/2019,Rockets,NA,Russell Westbrook,placed on IL
30163,12/15/2019,76ers,NA,Joel Embiid,placed on IL with illness
30165,12/15/2019,Nuggets,NA,Vlatko Cancar,placed on IL
30167,12/15/2019,Warriors,NA,Eric Paschall,placed on IL with sore left hip
30169,12/16/2019,Bucks,NA,Frank Mason,placed on IL
30171,12/16/2019,Mavericks,NA,Luka Doncic,placed on IL with sprained right ankle
30175,12/16/2019,Wizards,NA,Moritz Wagner / Moe Wagner,placed on IL with sprained left ankle
30178,12/17/2019,Clippers,NA,Terance Mann,placed on IL
30181,12/17/2019,Hawks,NA,Chandler Parsons,placed on IL with illness
30182,12/17/2019,Hornets,NA,P.J. Washington,placed on IL with fractured finger
30184,12/17/2019,Jazz,NA,Nigel Williams-Goss,placed on IL
30187,12/17/2019,Lakers,NA,Anthony Davis,placed on IL with sprained right ankle
30188,12/17/2019,Suns,NA,Tyler Johnson,placed on IL with illness
30192,12/17/2019,Pacers,NA,Alize Johnson,placed on IL with illness
30193,12/18/2019,Bulls,NA,Cristiano Felicio,placed on IL
30194,12/18/2019,Celtics,NA,Gordon Hayward,placed on IL with sore left foot
30195,12/18/2019,Celtics,NA,Vincent Poirier,placed on IL with fractured finger
30199,12/18/2019,Wizards,NA,Rui Hachimura,placed on IL with groin injury
30202,12/19/2019,Jazz,NA,Mike Conley Jr.,placed on IL with left hamstring injury
30206,12/20/2019,Kings,NA,Bogdan Bogdanovic,placed on IL with sore right ankle
30208,12/20/2019,Pistons,NA,Blake Griffin,placed on IL with sore left knee
30209,12/20/2019,Pistons,NA,Christian Wood,placed on IL with left knee injury
30210,12/20/2019,Pistons,NA,Luke Kennard,placed on IL with knee injury
30212,12/20/2019,Raptors,NA,Marc Gasol,placed on IL with strained left hamstring
30213,12/20/2019,Raptors,NA,Norman Powell,placed on IL with left shoulder subluxation
30214,12/20/2019,Raptors,NA,Pascal Siakam,placed on IL with groin injury
30216,12/20/2019,Suns,NA,Deandre Ayton,placed on IL with sprained right ankle
30218,12/20/2019,Timberwolves,NA,Karl-Anthony Towns,placed on IL with sprained left knee
30219,12/21/2019,Bucks,NA,Wesley Matthews / Wes Matthews Jr.,placed on IL with bruised right thigh
30220,12/21/2019,Grizzlies,NA,Jonas Valanciunas,placed on IL with sore right foot
30221,12/21/2019,Hawks,NA,Evan Turner,placed on IL with strained right hamstring
30223,12/21/2019,Rockets,NA,David Nwaba,placed on IL with torn right Achilles tendon (out for season)
30224,12/21/2019,Suns,NA,Ricky Rubio,placed on IL with illness
30228,12/22/2019,Clippers,NA,Patrick Beverley,placed on IL with right groin injury
30230,12/22/2019,Lakers,NA,LeBron James,placed on IL with strained thoracic muscle
30232,12/22/2019,Raptors,NA,Dewan Hernandez,placed on IL with sprained right ankle
30233,12/22/2019,Thunder,NA,Danilo Gallinari,placed on IL with sore left ankle
30234,12/23/2019,76ers,NA,Matisse Thybulle,placed on IL with sprained right knee
30236,12/23/2019,Cavaliers,NA,Larry Nance Jr.,placed on IL with sore left knee
30238,12/23/2019,Magic,NA,Michael Carter-Williams,placed on IL with sprained left shoulder
30239,12/23/2019,Pacers,NA,Malcolm Brogdon,placed on IL with left hamstring injury
30240,12/23/2019,Pistons,NA,Bruce Brown,placed on IL with calf injury
30241,12/23/2019,Pistons,NA,Luke Kennard,placed on IL with knee tendinitis (out for season)
30245,12/23/2019,Rockets,NA,Thabo Sefolosha,placed on IL with illness
30246,12/23/2019,Suns,NA,Jalen Lecque,placed on IL
30248,12/23/2019,Timberwolves,NA,Shabazz Napier,placed on IL with illness
30249,12/23/2019,Warriors,NA,Glenn Robinson III,placed on IL with sprained right ankle
30250,12/23/2019,Wizards,NA,Davis Bertans,placed on IL with strained right quadriceps
30252,12/25/2019,Bucks,NA,Frank Mason,placed on IL with strained abdominal
30256,12/25/2019,Warriors,NA,Kevon Looney,placed on IL with abdominal injury
30260,12/26/2019,Knicks,NA,Dennis Smith Jr.,placed on IL with strained left oblique
30262,12/26/2019,Pistons,NA,Sekou Doumbouya,placed on IL with illness
30266,12/27/2019,Bucks,NA,Giannis Antetokounmpo,placed on IL with sore back
30268,12/27/2019,Hawks,NA,Alex Len,placed on IL with sprained left ankle
30269,12/27/2019,Hawks,NA,Jabari Parker,placed on IL with right shoulder injury
30272,12/27/2019,Magic,NA,Mohamed Bamba / Mo Bamba,placed on IL with sprained right ankle
30273,12/27/2019,Warriors,NA,Eric Paschall,placed on IL with bruised right hip
30274,12/27/2019,Warriors,NA,Jordan Poole,placed on IL
30275,12/28/2019,Bulls,NA,Cristiano Felicio,placed on IL with illness
30277,12/28/2019,Cavaliers,NA,Kevin Love,placed on IL with bruised right hip
30279,12/28/2019,Clippers,NA,Montrezl Harrell,placed on IL with illness
30280,12/28/2019,Hawks,NA,Trae Young,placed on IL with sprained right ankle
30282,12/28/2019,Jazz,NA,Nigel Williams-Goss,placed on IL
30283,12/28/2019,Kings,NA,De'Aaron Fox,placed on IL with back spasms
30284,12/28/2019,Kings,NA,Marvin Bagley III,placed on IL with left foot injury
30286,12/28/2019,Nuggets,NA,Paul Millsap,placed on IL with bruised left knee
30287,12/28/2019,Pistons,NA,Markieff Morris,placed on IL with sprained left foot
30288,12/28/2019,Rockets,NA,Clint Capela,placed on IL with right heel injury
30289,12/28/2019,Rockets,NA,Michael Frazier II,placed on IL
30291,12/28/2019,Warriors,NA,Omari Spellman,placed on IL with illness
30292,12/28/2019,Wizards,NA,Bradley Beal,placed on IL with right leg injury
